0.638
0.776
0.754
0.719
0.662
0.771
0.736
0.595
0.787
0.747
0.706
0.596
0.764
0.773
0.431
0.775
0.726
0.663
0.511
0.76
0.751
0.452
0.754
0.679
0.618
0.508
0.736
0.755
0.464
0.727
0.658
0.615
0.486
0.698
0.711
0.445
0.737
0.662
0.598
0.483
0.722
0.735
0.638
0.763
0.749
0.718
0.659
0.76
0.728
0.595
0.772
0.748
0.704
0.593
0.748
0.763
0.431
0.765
0.724
0.66
0.507
0.75
0.733
0.452
0.735
0.68
0.613
0.503
0.722
0.731
0.462
0.706
0.658
0.61
0.484
0.677
0.694
0.445
0.722
0.66
0.594
0.476
0.712
0.713
0.636
0.776
0.752
0.713
0.661
0.77
0.73
0.588
0.787
0.749
0.691
0.595
0.763
0.75
0.425
0.775
0.719
0.654
0.513
0.759
0.729
0.448
0.754
0.681
0.598
0.51
0.736
0.729
0.459
0.727
0.656
0.59
0.487
0.699
0.687
0.437
0.737
0.663
0.586
0.481
0.72
0.714
0.638
0.775
0.754
0.719
0.661
0.755
0.704
0.595
0.77
0.747
0.706
0.596
0.732
0.701
0.66
0.756
0.726
0.663
0.511
0.735
0.673
0.452
0.735
0.68
0.618
0.508
0.716
0.658
0.464
0.709
0.658
0.615
0.486
0.678
0.621
0.445
0.716
0.662
0.598
0.483
0.694
0.655
